Code,Temperature,Humidity,Radiation,Longitude,Latitude,Cs_134_(Bq/m3),Cs_137_(Bq/m3),I_131_(Bq/m3)
10,11.26769027,62.26277932,5.983603405,32.89805478,42.68204275,8.690373623,3.818074706,23.81763893
21,23.64193052,48.61484177,8.633431195,8.397658446,39.93381287,11.96662511,7.44461327,31.66356264
15,12.67275385,35.29155366,7.357361264,35.52276023,17.59075469,11.70431097,6.989947269,57.11437088
15,32.62273885,35.65942625,5.695439038,5.380599342,25.25184027,4.698334667,4.294042379,17.05468907
16,16.00908034,36.52773133,5.60266922,25.95025322,28.49974809,4.287828349,7.18566629,37.99090496
8,37.96133843,47.6967066,2.011092215,39.33293595,35.7950991,3.234671766,8.500124263,19.6204334
12,13.99405768,56.2758337,7.900360453,8.436025922,43.06557809,5.625988289,8.476357429,21.65948543
21,22.17355913,44.66945894,5.092652363,14.96337244,32.69516699,7.600627673,3.390148855,47.72494512
12,21.15176761,43.63262543,7.306232541,33.07036179,31.58678991,6.345421659,8.623078594,48.54184207
16,33.97931659,52.70122063,4.026650873,-1.692028265,27.04873993,7.455470652,6.728688631,51.47244617
15,35.28061106,33.39968887,4.498341919,35.08242576,31.92129688,6.395110074,8.018868174,49.24766235
12,8.838828982,36.61789313,5.573391923,40.64004026,18.41292183,2.671102181,6.754674814,29.81917821
13,19.56567889,46.92719725,1.929660932,16.52443129,46.30530165,11.15595757,10.66815336,40.35421788
20,19.08781937,51.72122993,7.43226585,26.80899629,24.78633135,4.629064781,4.582017954,39.20020882
19,6.137564663,50.75343977,3.236738412,26.23576589,31.71098274,9.836463034,6.211969139,35.00385594
22,8.329522132,55.34116531,7.754218072,1.898649645,58.22085335,8.06668387,3.935447878,37.97177772
11,15.39141407,54.05829457,3.020523715,7.045747306,13.55889601,4.607389998,5.607985086,8.344772325
21,3.766665434,59.44273399,3.759070626,3.670046924,7.509133612,5.708986955,9.24527251,51.52068424
5,7.064410771,34.95928639,3.142922542,29.77922255,15.92991882,4.413606186,3.568606505,13.23493314
8,6.13391687,36.97783855,4.410997541,12.51845685,11.34328369,8.890833264,5.798014714,17.60663064
3,36.94942043,44.6307935,7.121611674,20.33404155,16.65446724,10.83190146,7.684331499,26.26749108
14,9.535689363,39.72848935,2.319020381,39.12528185,35.15274781,2.882677805,9.333989511,56.13021857
12,32.52233614,52.15269883,7.278590784,35.56287202,37.95857712,6.22085119,2.135432547,40.6499248
20,17.43414514,51.04208627,5.370029819,39.79861407,13.70728725,4.21717527,8.487742697,31.97439591
12,23.35674203,65.74344195,4.76100213,11.31328286,10.0684451,3.884888764,3.739062267,28.72080278
20,18.3545222,36.14868332,3.524314157,11.3879123,25.69905505,2.417717443,1.680722067,60.0090246
9,28.09820815,51.42549326,2.924303782,31.77090189,59.42202164,7.408126494,0.693623221,19.58134993
16,36.51669694,65.82657155,4.274219558,14.69613319,35.64348285,7.651179774,2.150271901,22.73300662
12,22.59345055,34.39188823,2.164095422,28.09079044,19.52521825,10.54818519,3.962045368,41.10444862
4,22.30054735,44.87161037,4.60719811,26.71626134,49.65149288,8.768828102,7.261599425,21.41340434
12,7.747777686,39.398087,2.868700366,12.13554905,8.124434092,2.092681305,5.148896488,20.05969904
12,9.426446602,75.8783367,7.440504713,10.50859064,38.71199596,8.603360848,4.316143402,22.65620441
14,16.43952131,51.08961983,6.725078468,43.94157736,41.13495456,5.622051006,5.814259028,51.74618489
5,12.32012136,56.17370424,4.822632268,15.82172743,15.08236225,7.829349273,8.393505026,55.20647867
20,11.76614913,67.36230662,2.511351272,37.67871391,24.3740673,2.318699402,6.489711484,26.4077789
9,10.08542907,45.23493571,4.915078863,-2.232193901,22.26291441,1.225484722,4.387884718,23.7274142
14,10.92692774,36.42359052,4.837278469,27.63206751,45.4973092,6.851725254,4.054708968,38.73541653
13,8.211249979,68.75503426,4.00284256,13.11714683,38.21581915,7.674961575,2.923806065,10.57706293
9,14.26954979,37.60763003,2.23696487,26.89578232,37.01972176,4.942128895,5.170946626,57.0111302
14,17.8659667,59.69894005,4.534959231,33.04852696,23.54394001,7.420812466,6.189098901,22.99553453
4,24.40629483,52.33299382,1.065620765,41.76888983,37.66525068,0.674250075,4.777860487,37.22928015
16,29.40220466,72.28560018,8.942452212,16.8073773,20.42682509,10.02597024,6.407586082,21.11327263
12,4.266858623,65.82383071,6.473251346,25.6573816,33.6714481,10.09265816,7.916654065,42.60674717
12,33.51774937,73.75855036,8.449231808,-2.601405266,25.25587542,1.353040389,3.267024334,30.36862135
12,21.74564548,42.03766597,4.124057761,25.86646105,14.68277082,5.041385924,4.873721733,32.42192694
12,13.12427574,64.4969031,4.712063176,24.80818753,29.05080797,8.647379035,0.949032207,48.0503365
18,2.146226488,42.69557958,7.016451128,1.811302925,41.9906045,5.992066864,6.428052313,46.34967976
15,13.05449303,53.01778209,3.705455723,27.42531161,31.30982826,12.01315617,7.007040495,50.47085487
19,20.08616774,61.11807217,2.985220223,22.62217955,53.58220824,7.945461541,6.857085094,53.01586687
9,33.03001013,65.7314874,4.356936549,29.93174841,37.91984028,3.535401321,9.772587951,28.80185047
15,33.89071747,61.38383769,2.45305346,39.73114298,37.70531812,9.947250984,3.371228638,54.9845966
6,13.00117822,75.24321707,6.615706908,4.830803049,32.41549793,2.874498407,2.417012928,34.35251939
17,22.5066748,62.75289374,4.704511398,20.88522399,8.488719339,9.727891397,4.93887168,27.25211074
16,36.66719692,66.25835846,7.961781078,38.37135697,15.10397498,8.665190167,5.077449564,47.9882505
10,13.95615897,74.9628795,2.899802516,17.79925567,9.958653557,4.353691903,7.505528638,54.17371521
11,32.76170929,54.46978983,6.922583303,40.83833915,35.0993059,7.936507166,6.973271648,39.53465189
15,29.55221657,38.55157451,6.533761694,-0.99282535,51.21492977,3.432860711,7.152127277,54.79954526
13,13.7313701,54.53986637,6.22419561,16.16243904,20.68237145,4.034881243,10.25957725,47.56043005
19,10.79570284,65.04583866,3.440219197,24.63254083,18.67742137,4.308258101,6.018933741,35.10385314
22,24.04375726,42.94594172,7.930195168,7.593917085,43.51486068,6.716208703,7.862649857,13.02202288
6,28.05246887,48.71282722,7.654861747,9.186143692,41.99114604,9.220316074,9.589864812,31.62084463
20,17.03988939,57.62918718,5.754707679,39.75130348,19.67709567,6.706307573,6.203981321,32.84370514
15,9.73995707,41.23774061,5.837718307,9.403679386,44.43248925,10.64352186,7.911823341,41.1964348
7,37.52788496,41.40289605,3.947506983,9.953431757,14.72726051,9.80083258,5.272071851,46.71039245
14,15.39066701,66.75007284,5.912676138,22.58523731,14.32953153,8.618487175,4.262349642,21.59067224
14,29.19552305,66.70970458,2.605822061,17.43736364,36.29722889,2.494884578,1.993335766,50.15802243
15,34.64314818,37.08573525,6.839729009,40.03250923,34.23358744,5.257273664,3.710316301,29.46604719
22,31.80829662,44.01683779,2.930023357,-0.233910675,13.83919599,11.34206323,5.932796436,54.04186829
13,20.13369973,55.3117858,7.345626657,0.915057362,14.49742718,1.471050211,7.481361601,9.853839643
10,15.23827741,51.89625058,6.454896761,33.5230847,18.69963283,5.801160423,5.94187806,63.75363793
11,15.62086645,53.88015364,2.941125301,38.07909888,23.30315245,7.082820819,7.107204139,45.43705224
6,5.896318777,53.09857853,2.001985469,4.466134619,53.01254026,6.816897203,9.668744028,64.15019887
13,22.9872125,49.06471523,5.552243091,10.03513896,34.94282791,7.042985979,8.264132177,20.77343137
11,16.86219096,49.40464848,2.763610785,33.47207052,25.48645683,4.950177093,3.185384629,19.49393651
17,4.53110252,44.04594906,2.483301779,34.43980615,26.66800114,7.112062861,9.415688811,33.17727287
4,25.89075714,74.69998426,4.424364248,10.35026676,51.44870662,1.923480436,2.902410999,32.91670294
18,11.56722472,52.61704653,3.220540062,34.30881745,25.62775934,11.0689085,9.168712031,41.56223873
6,20.77357677,41.07514774,6.974127981,28.60781394,24.45290594,9.872952174,9.857616546,48.84754687
18,33.28364375,43.10216973,2.37124127,29.66337865,49.34491908,8.926660193,8.96380736,35.98231237
10,32.82427774,53.03823444,2.616380609,25.84969266,9.638587271,10.25927494,8.328258442,45.88028096
13,25.42108339,50.64367673,5.974800061,1.847995333,56.84158049,5.841579451,3.238648489,9.271220081
5,9.296028518,62.13568906,6.536728001,21.7597091,6.570363257,4.209509024,3.343015299,39.31517791
8,10.17088439,62.00376819,4.008994276,42.95510954,48.53748153,9.865376939,10.2416489,6.042889394
6,36.15696804,59.42322864,3.150186502,4.880959759,36.92270977,8.332106855,10.64049854,49.13714533
13,10.53263179,64.76653984,7.289629159,38.383031,41.00426919,9.185935341,11.00266952,22.65868104
9,20.15247516,55.29397456,2.468289281,0.20633611,24.42373008,4.265454308,6.201475815,35.86620434
11,27.40064618,43.25159155,2.680290479,28.71133598,47.62342231,4.744915565,5.69958218,21.30008897
18,23.51309528,64.6801065,6.436419094,-2.537814757,48.22162854,6.007811256,6.450427305,13.52387298
17,6.922839851,61.37905414,5.437810534,2.788375213,16.06657957,6.600273573,7.029016948,18.06012957
8,9.890892958,50.24643569,1.347033314,31.34676649,20.25177277,6.758497452,6.580938964,11.34568213
10,30.46725995,46.84109582,8.084016542,46.70424478,22.11671747,5.485300617,6.246790892,48.98201161
20,20.52494404,55.39286794,0.610201819,41.37703604,21.23265381,5.774313192,7.273048821,28.1246836
13,16.48874889,48.6090145,6.728120543,14.75470781,25.25979811,5.796050049,5.246877717,19.08207502
5,23.18378417,59.40448865,7.513551254,24.73441242,24.4198591,3.419854277,3.59412404,15.88032531
9,12.78451308,64.73321142,1.35677011,9.639857427,26.60014232,3.17979919,6.880979119,42.82850502
16,14.32748714,51.36119109,3.907337644,28.77746008,12.15912662,12.44710432,9.6824997,43.96907328
3,6.923893517,57.30646922,6.827481204,25.53499922,58.36718682,12.76131103,10.3074698,65.47495807
16,16.86094012,46.58093247,6.24413098,33.88314578,4.356935386,8.192651597,5.978323412,53.55732055
11,15.69408925,38.71839896,4.852836027,4.344501813,59.5242821,8.356171425,10.43649379,30.30966524
17,23.77846065,46.18504205,6.822539069,13.25667479,6.214615242,11.46461897,9.9702402,27.13710945
14,30.81073968,38.45214542,4.747808834,34.5891098,45.64702262,12.52081934,4.489661277,28.9087081
10,17.84589684,51.55069179,4.114848113,33.4458251,21.41428304,5.039095379,2.963148049,35.59783251
12,19.22889817,42.04492739,6.070140698,7.967102536,9.128914259,8.518085654,6.404859739,51.95440924
3,12.82891653,56.80862006,2.100029696,11.70228269,32.86190643,4.205721047,3.036441173,55.94374069
13,28.62120663,57.06052646,2.627042049,44.60168702,57.7721858,11.97132513,3.359558869,63.21715566
11,12.66041557,41.78538911,3.724775595,11.05230093,41.89745125,7.189258471,6.237394182,29.75596753
20,26.42317247,65.58650869,8.639209005,8.339323145,25.59140312,9.881027659,4.762500645,30.55211643
15,14.25101226,38.99108383,9.056321597,10.79350143,18.65483847,5.484407064,10.06444997,34.49374532
9,35.57236976,73.30318534,4.341358,35.32733823,16.99935998,7.741162346,3.315854756,25.4385226
11,20.75521211,32.46299756,6.537504936,35.41165624,14.13107582,5.140014659,8.315717301,64.96787468
14,24.90437539,62.33233972,3.59260477,37.49583204,45.66319853,9.502384753,5.945273969,17.08485117
11,11.89804208,38.20163568,4.976774522,17.50056797,53.00738901,12.19209317,3.163710344,34.69170122
18,22.08188039,52.26156329,3.791993803,21.04208327,16.61357491,8.07100778,4.883905986,53.98650074
14,20.56482047,71.4095588,6.123795206,14.1826848,28.26962607,2.331771259,4.32427812,22.08173349
14,27.77539151,67.19901678,2.881322877,36.6786948,3.816380652,0.82625971,5.01368644,32.47811885
7,20.55302741,63.89923969,6.22676937,-3.141694173,40.50073686,5.018256517,9.830595935,57.59222145
12,30.7393958,57.79999192,7.223130893,21.1584626,50.82973406,10.55778224,6.986068679,64.62582013
8,18.90921193,47.37332054,5.813015981,16.63917645,22.50290808,6.681526905,10.17172169,61.65871094
